time,atom0_x,atom0_y,atom0_z,atom0_vx,atom0_vy,atom0_vz,atom0_ax,atom0_ay,atom0_az,atom1_x,atom1_y,atom1_z,atom1_vx,atom1_vy,atom1_vz,atom1_ax,atom1_ay,atom1_az,pressure,PE,KE,temperature
9.49538e-12,3e-10,0,0,-3.81684e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.83196e-297,1.16714e-274
9.49838e-12,3e-10,0,0,-3.81805e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.83501e-297,1.16788e-274
9.50138e-12,3e-10,0,0,-3.81926e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.83806e-297,1.16861e-274
9.50439e-12,3e-10,0,0,-3.82046e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.84112e-297,1.16935e-274
9.50739e-12,3e-10,0,0,-3.82167e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.84418e-297,1.17009e-274
9.51039e-12,3e-10,0,0,-3.82287e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.84723e-297,1.17083e-274
9.51339e-12,3e-10,0,0,-3.82408e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.85029e-297,1.17157e-274
9.51639e-12,3e-10,0,0,-3.82529e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.85335e-297,1.17231e-274
9.51939e-12,3e-10,0,0,-3.82649e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.85641e-297,1.17305e-274
9.52239e-12,3e-10,0,0,-3.8277e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.85947e-297,1.17379e-274
9.52539e-12,3e-10,0,0,-3.8289e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.86254e-297,1.17453e-274
9.52839e-12,3e-10,0,0,-3.83011e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.8656e-297,1.17527e-274
9.53139e-12,3e-10,0,0,-3.83132e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.86867e-297,1.17601e-274
9.53439e-12,3e-10,0,0,-3.83252e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.87173e-297,1.17675e-274
9.53739e-12,3e-10,0,0,-3.83373e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.8748e-297,1.17749e-274
9.54039e-12,3e-10,0,0,-3.83493e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.87786e-297,1.17823e-274
9.54339e-12,3e-10,0,0,-3.83614e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.88093e-297,1.17897e-274
9.54639e-12,3e-10,0,0,-3.83735e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.884e-297,1.17971e-274
9.54939e-12,3e-10,0,0,-3.83855e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.88707e-297,1.18045e-274
9.55239e-12,3e-10,0,0,-3.83976e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.89014e-297,1.18119e-274
9.55539e-12,3e-10,0,0,-3.84096e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.89322e-297,1.18194e-274
9.55839e-12,3e-10,0,0,-3.84217e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.89629e-297,1.18268e-274
9.56139e-12,3e-10,0,0,-3.84337e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.89936e-297,1.18342e-274
9.56439e-12,3e-10,0,0,-3.84458e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.90244e-297,1.18416e-274
9.56739e-12,3e-10,0,0,-3.84579e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.90551e-297,1.18491e-274
9.57039e-12,3e-10,0,0,-3.84699e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.90859e-297,1.18565e-274
9.57339e-12,3e-10,0,0,-3.8482e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.91167e-297,1.18639e-274
9.57639e-12,3e-10,0,0,-3.8494e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.91475e-297,1.18714e-274
9.57939e-12,3e-10,0,0,-3.85061e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.91783e-297,1.18788e-274
9.58239e-12,3e-10,0,0,-3.85182e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.92091e-297,1.18863e-274
9.58539e-12,3e-10,0,0,-3.85302e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.92399e-297,1.18937e-274
9.58839e-12,3e-10,0,0,-3.85423e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.92707e-297,1.19011e-274
9.59139e-12,3e-10,0,0,-3.85543e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.93016e-297,1.19086e-274
9.59439e-12,3e-10,0,0,-3.85664e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.93324e-297,1.1916e-274
9.59739e-12,3e-10,0,0,-3.85785e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.93633e-297,1.19235e-274
9.60039e-12,3e-10,0,0,-3.85905e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.93941e-297,1.1931e-274
9.60339e-12,3e-10,0,0,-3.86026e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.9425e-297,1.19384e-274
9.60639e-12,3e-10,0,0,-3.86146e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.94559e-297,1.19459e-274
9.60939e-12,3e-10,0,0,-3.86267e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.94868e-297,1.19533e-274
9.61239e-12,3e-10,0,0,-3.86388e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.95177e-297,1.19608e-274
9.61539e-12,3e-10,0,0,-3.86508e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.95486e-297,1.19683e-274
9.61839e-12,3e-10,0,0,-3.86629e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.95795e-297,1.19757e-274
9.62139e-12,3e-10,0,0,-3.86749e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.96105e-297,1.19832e-274
9.62439e-12,3e-10,0,0,-3.8687e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.96414e-297,1.19907e-274
9.62739e-12,3e-10,0,0,-3.86991e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.96724e-297,1.19982e-274
9.63039e-12,3e-10,0,0,-3.87111e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.97033e-297,1.20056e-274
9.63339e-12,3e-10,0,0,-3.87232e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.97343e-297,1.20131e-274
9.63639e-12,3e-10,0,0,-3.87352e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.97653e-297,1.20206e-274
9.63939e-12,3e-10,0,0,-3.87473e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.97963e-297,1.20281e-274
9.64239e-12,3e-10,0,0,-3.87594e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.98273e-297,1.20356e-274
9.64539e-12,3e-10,0,0,-3.87714e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.98583e-297,1.20431e-274
9.64839e-12,3e-10,0,0,-3.87835e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.98893e-297,1.20506e-274
9.6514e-12,3e-10,0,0,-3.87955e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.99204e-297,1.20581e-274
9.6544e-12,3e-10,0,0,-3.88076e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,4.99514e-297,1.20656e-274
9.6574e-12,3e-10,0,0,-3.88197e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,4.99824e-297,1.20731e-274
9.6604e-12,3e-10,0,0,-3.88317e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.00135e-297,1.20806e-274
9.6634e-12,3e-10,0,0,-3.88438e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.00446e-297,1.20881e-274
9.6664e-12,3e-10,0,0,-3.88558e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.00756e-297,1.20956e-274
9.6694e-12,3e-10,0,0,-3.88679e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.01067e-297,1.21031e-274
9.6724e-12,3e-10,0,0,-3.888e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.01378e-297,1.21106e-274
9.6754e-12,3e-10,0,0,-3.8892e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.01689e-297,1.21181e-274
9.6784e-12,3e-10,0,0,-3.89041e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.02001e-297,1.21256e-274
9.6814e-12,3e-10,0,0,-3.89161e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.02312e-297,1.21331e-274
9.6844e-12,3e-10,0,0,-3.89282e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.02623e-297,1.21407e-274
9.6874e-12,3e-10,0,0,-3.89403e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.02935e-297,1.21482e-274
9.6904e-12,3e-10,0,0,-3.89523e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.03246e-297,1.21557e-274
9.6934e-12,3e-10,0,0,-3.89644e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.03558e-297,1.21632e-274
9.6964e-12,3e-10,0,0,-3.89764e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.0387e-297,1.21708e-274
9.6994e-12,3e-10,0,0,-3.89885e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.04182e-297,1.21783e-274
9.7024e-12,3e-10,0,0,-3.90005e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.04493e-297,1.21858e-274
9.7054e-12,3e-10,0,0,-3.90126e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.04806e-297,1.21934e-274
9.7084e-12,3e-10,0,0,-3.90247e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.05118e-297,1.22009e-274
9.7114e-12,3e-10,0,0,-3.90367e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.0543e-297,1.22085e-274
9.7144e-12,3e-10,0,0,-3.90488e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.05742e-297,1.2216e-274
9.7174e-12,3e-10,0,0,-3.90608e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.06055e-297,1.22235e-274
9.7204e-12,3e-10,0,0,-3.90729e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.06367e-297,1.22311e-274
9.7234e-12,3e-10,0,0,-3.9085e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.0668e-297,1.22386e-274
9.7264e-12,3e-10,0,0,-3.9097e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.06992e-297,1.22462e-274
9.7294e-12,3e-10,0,0,-3.91091e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.07305e-297,1.22538e-274
9.7324e-12,3e-10,0,0,-3.91211e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.07618e-297,1.22613e-274
9.7354e-12,3e-10,0,0,-3.91332e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.07931e-297,1.22689e-274
9.7384e-12,3e-10,0,0,-3.91453e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.08244e-297,1.22764e-274
9.7414e-12,3e-10,0,0,-3.91573e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.08558e-297,1.2284e-274
9.7444e-12,3e-10,0,0,-3.91694e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.08871e-297,1.22916e-274
9.7474e-12,3e-10,0,0,-3.91814e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.09184e-297,1.22991e-274
9.7504e-12,3e-10,0,0,-3.91935e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.09498e-297,1.23067e-274
9.7534e-12,3e-10,0,0,-3.92056e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.09811e-297,1.23143e-274
9.7564e-12,3e-10,0,0,-3.92176e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.10125e-297,1.23219e-274
9.7594e-12,3e-10,0,0,-3.92297e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.10439e-297,1.23294e-274
9.7624e-12,3e-10,0,0,-3.92417e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.10753e-297,1.2337e-274
9.7654e-12,3e-10,0,0,-3.92538e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.11067e-297,1.23446e-274
9.7684e-12,3e-10,0,0,-3.92659e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.11381e-297,1.23522e-274
9.7714e-12,3e-10,0,0,-3.92779e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.11695e-297,1.23598e-274
9.7744e-12,3e-10,0,0,-3.929e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.12009e-297,1.23674e-274
9.7774e-12,3e-10,0,0,-3.9302e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.12323e-297,1.2375e-274
9.7804e-12,3e-10,0,0,-3.93141e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.12638e-297,1.23826e-274
9.7834e-12,3e-10,0,0,-3.93262e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.12952e-297,1.23902e-274
9.7864e-12,3e-10,0,0,-3.93382e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.13267e-297,1.23978e-274
9.7894e-12,3e-10,0,0,-3.93503e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.13582e-297,1.24054e-274
9.7924e-12,3e-10,0,0,-3.93623e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.13897e-297,1.2413e-274
9.7954e-12,3e-10,0,0,-3.93744e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.14212e-297,1.24206e-274
9.79841e-12,3e-10,0,0,-3.93865e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.14527e-297,1.24282e-274
9.80141e-12,3e-10,0,0,-3.93985e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.14842e-297,1.24358e-274
9.80441e-12,3e-10,0,0,-3.94106e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.15157e-297,1.24434e-274
9.80741e-12,3e-10,0,0,-3.94226e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.15472e-297,1.2451e-274
9.81041e-12,3e-10,0,0,-3.94347e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.15788e-297,1.24586e-274
9.81341e-12,3e-10,0,0,-3.94468e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.16103e-297,1.24663e-274
9.81641e-12,3e-10,0,0,-3.94588e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.16419e-297,1.24739e-274
9.81941e-12,3e-10,0,0,-3.94709e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.16735e-297,1.24815e-274
9.82241e-12,3e-10,0,0,-3.94829e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.1705e-297,1.24891e-274
9.82541e-12,3e-10,0,0,-3.9495e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.17366e-297,1.24968e-274
9.82841e-12,3e-10,0,0,-3.9507e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.17682e-297,1.25044e-274
9.83141e-12,3e-10,0,0,-3.95191e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.17998e-297,1.2512e-274
9.83441e-12,3e-10,0,0,-3.95312e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.18315e-297,1.25197e-274
9.83741e-12,3e-10,0,0,-3.95432e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.18631e-297,1.25273e-274
9.84041e-12,3e-10,0,0,-3.95553e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.18947e-297,1.2535e-274
9.84341e-12,3e-10,0,0,-3.95673e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.19264e-297,1.25426e-274
9.84641e-12,3e-10,0,0,-3.95794e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.1958e-297,1.25502e-274
9.84941e-12,3e-10,0,0,-3.95915e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.19897e-297,1.25579e-274
9.85241e-12,3e-10,0,0,-3.96035e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.20214e-297,1.25655e-274
9.85541e-12,3e-10,0,0,-3.96156e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.20531e-297,1.25732e-274
9.85841e-12,3e-10,0,0,-3.96276e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.20848e-297,1.25809e-274
9.86141e-12,3e-10,0,0,-3.96397e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.21165e-297,1.25885e-274
9.86441e-12,3e-10,0,0,-3.96518e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.21482e-297,1.25962e-274
9.86741e-12,3e-10,0,0,-3.96638e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.21799e-297,1.26038e-274
9.87041e-12,3e-10,0,0,-3.96759e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.22116e-297,1.26115e-274
9.87341e-12,3e-10,0,0,-3.96879e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.22434e-297,1.26192e-274
9.87641e-12,3e-10,0,0,-3.97e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.22751e-297,1.26268e-274
9.87941e-12,3e-10,0,0,-3.97121e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.23069e-297,1.26345e-274
9.88241e-12,3e-10,0,0,-3.97241e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.23387e-297,1.26422e-274
9.88541e-12,3e-10,0,0,-3.97362e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-1.20595e-139,0,0,4.01985e-125,0,0,3.99986e-156,-2.66657e-140,5.23705e-297,1.26499e-274
9.88841e-12,3e-10,0,0,-3.97482e-136,0,0,-4.01985e-125,0,0,-3e+10,0,0,-0,0,0,4.01985e-125,0,0,0,-2.66657e-140,5.24022e-297,1.26575e-274
